epoch,train_accuracy,train_macro_f1,train_loss,val_accuracy,val_macro_f1,val_loss
1,0.7963157894736842,0.7717894409804646,0.6469569029990866,0.9294736842105263,0.9212015855361564,0.20471155910115493
